Ingredient1,Ingredient2,Rank
sugar,pickling cucumbers,2
sugar,dill flowers,2
sugar,brown cheese,2
sugar,sago pearls,2
sugar,black tea,2
Attika vinegar,egg yolks,2
Attika vinegar,cheese,2
Attika vinegar,lamb,2
Attika vinegar,red wine vinegar,2
Attika vinegar,red onion,2
Attika vinegar,brined cucumber,2
Attika vinegar,salmon,2
Attika vinegar,sandalwood dust,2
Attika vinegar,oregano,2
Attika vinegar,dried bitter orange peel,2
Attika vinegar,saltpetre,2
Attika vinegar,sprats,2
Attika vinegar,baking powder,2
Attika vinegar,roux,2
Attika vinegar,beef chuck,2
Attika vinegar,orange,2
Attika vinegar,fish bones,2
Attika vinegar,roux,2
Attika vinegar,pickling cucumbers,2
Attika vinegar,dill flowers,2
buttermilk,cheese,2
cream liquid rennet,cinnamon stick,2
cream liquid rennet,cheese,2
cream liquid rennet,wheat flour,2
cream liquid rennet,cassia cinnamon stick,2
ground cinnamon,vanilla sugar,2
ground cinnamon,firm potatoes,2
ground cinnamon,lemon,2
ground cinnamon,cheese,2
ground cinnamon,black pepper,2
ground cinnamon,apples,2
ground cinnamon,potatoes,2
ground cinnamon,short grain rice,2
ground cinnamon,bacon,2
ground cinnamon,pearl barley,2
ground cinnamon,rye flour,2
ground cinnamon,pig blood,2
ground cinnamon,apple compote,2
ground cinnamon,sheep blood,2
ground cinnamon,pearl barley,2
ground cinnamon,chocolate icing,2
ground cinnamon,pastry,2
ground cinnamon,ground almonds,2
ground cinnamon,liquid rennet,2
ground cinnamon,apple compote,2
cinnamon stick,golden syrup,2
cinnamon stick,apples,2
cinnamon stick,ginger,2
cinnamon stick,sour cream,2
cinnamon stick,beer,2
cinnamon stick,wheat flour,2
cinnamon stick,liquid rennet,2
cinnamon stick,apple juice,2
cinnamon stick,vanilla bean,2
golden syrup,dry flatbread,2
golden syrup,vegetables,2
golden syrup,carrots,2
golden syrup,nutmeg,2
golden syrup,pork stock,2
golden syrup,brown sugar,2
golden syrup,meat stock,2
golden syrup,dried marjoram,2
golden syrup,black pepper,2
golden syrup,allspice berries,2
golden syrup,lard,2
golden syrup,cassia cinnamon,2
golden syrup,bacon,2
golden syrup,salmon,2
golden syrup,fish stock,2
golden syrup,roux,2
golden syrup,rice porridge,2
golden syrup,lard,2
golden syrup,dried marjoram,2
golden syrup,dark beer,2
golden syrup,pancakes,2
golden syrup,liver,2
golden syrup,pork liver,2
golden syrup,roux,2
golden syrup,brown cheese,2
potato starch,vegetables,2
potato starch,pork stock,2
potato starch,cheese,2
potato starch,lamb,2
potato starch,black pepper,2
potato starch,apples,2
potato starch,beetroot,2
potato starch,sour cream,2
potato starch,white vinegar,2
potato starch,pearl barley,2
potato starch,pitted prunes,2
potato starch,lean pork,2
potato starch,mustard powder,2
potato starch,meat patties,2
potato starch,rye flour,2
potato starch,fried salt pork,2
potato starch,pearl barley,2
potato starch,string mustard,2
potato starch,rolled oats,2
potato starch,salt pork fried,2
potato starch,pastry,2
potato starch,strawberries,2
potato starch,cordial,2
potato starch,apple juice,2
potato starch,rhubarb,2
potato starch,gooseberries sugar,2
egg yolks,vanilla sugar,2
egg yolks,oil,2
egg yolks,peppercorns,2
egg yolks,lamb,2
egg yolks,leek,2
egg yolks,minced beef,2
egg yolks,vegetable stock,2
egg yolks,ginger,2
egg yolks,beetroot,2
egg yolks,sour cream,2
egg yolks,celery,2
egg yolks,horseradish,2
egg yolks,raisins,2
egg yolks,baking powder,2
egg yolks,cod,2
egg yolks,meat patties,2
egg yolks,veal breast,2
egg yolks,dill fronds,2
egg yolks,cardamom,2
egg yolks,ground almonds,2
egg yolks,toasted almond flakes,2
egg yolks,meringue,2
sugar juice,cheese,2
sugar juice,onion,2
sugar juice,prunes,2
sugar juice,beer,2
sugar juice,baker ammonia,2
sugar juice,fresh orange juice,2
zest,prunes,2
zest,beer,2
zest,white icing,2
zest,pastry,2
zest,white icing,2
zest,candied orange peel,2
vanilla sugar,oil,2
vanilla sugar,apples,2
vanilla sugar,coarse rye flour,2
vanilla sugar,coarse salt,2
vanilla sugar,goose,2
vanilla sugar,yeast,2
vanilla sugar,rye flour,2
vanilla sugar,apple compote,2
vanilla sugar,rolled oats,2
vanilla sugar,baker ammonia,2
vanilla sugar,sweet wheat bun dough,2
vanilla sugar,chocolate icing,2
vanilla sugar,dark chocolate,2
vanilla sugar,biscuit,2
vanilla sugar,sockerkaka,2
vanilla sugar,raspberry jam,2
vanilla sugar,toasted almond flakes,2
vanilla sugar,meringue,2
vanilla sugar,apple compote,2
vanilla sugar,pie crust,2
vanilla sugar,blueberries,2
vanilla sugar,apple juice,2
vanilla sugar,rhubarb,2
vanilla sugar,gooseberries sugar,2
dry flatbread,baker ammonia,2
vegetables,spinach leaves,2
vegetables,kale,2
vegetables,creamed cabbage,2
vegetables,winter cabbage,2
vegetables,mushroom soy sauce,2
vegetables,bacon,2
vegetables,parsnips,2
vegetables,horseradish,2
vegetables,fresh broad beans,2
vegetables,coarse rye flour,2
vegetables,pike,2
vegetables,capers,2
vegetables,sprats,2
vegetables,salmon fillet,2
vegetables,cod,2
vegetables,fish balls,2
vegetables,chicken liver,2
vegetables,grouse,2
vegetables,juniper berries,2
vegetables,bone in pork belly,2
vegetables,beef brisket,2
vegetables,meat patties,2
vegetables,soup dumplings,2
vegetables,beef and vegetable soup,2
vegetables,bread flour,2
vegetables,fried salt pork,2
vegetables,rolled oats,2
vegetables,salt pork fried,2
vegetables,romme,2
vegetables,dill fronds,2
vegetables,shredded cabbage,2
vegetables,yellow mustard,2
firm potatoes,peppercorns,2
firm potatoes,cheese,2
firm potatoes,onion,2
firm potatoes,bay leaves,2
firm potatoes,parsley,2
firm potatoes,black pepper,2
firm potatoes,allspice berries,2
firm potatoes,minced beef,2
firm potatoes,swede,2
firm potatoes,ginger,2
firm potatoes,salted cod,2
firm potatoes,raisins,2
firm potatoes,cod,2
firm potatoes,braising beef,2
firm potatoes,lamb shoulder,2
firm potatoes,blood,2
firm potatoes,fried salt pork,2
firm potatoes,sheep blood,2
firm potatoes,salt pork fried,2
firm potatoes,salted butter,2
turnip,leek,2
turnip,celery,2
carrots,spinach leaves,2
carrots,chicken stock,2
carrots,brown sugar,2
carrots,creamed cabbage,2
carrots,dried marjoram,2
carrots,sprouts,2
carrots,vegetable stock,2
carrots,sour cream,2
carrots,button mushrooms,2
carrots,parsnips,2
carrots,fresh green peas,2
carrots,fresh broad beans,2
carrots,salmon,2
carrots,salmon fillet,2
carrots,fish balls,2
carrots,chicken stock,2
carrots,mustard powder,2
carrots,light lager,2
carrots,dried marjoram,2
carrots,bread flour,2
carrots,tasty stock,2
carrots,fried salt pork,2
carrots,beer,2
carrots,liver,2
carrots,heart,2
carrots,rolled oats,2
carrots,salt pork fried,2
carrots,dill fronds,2
carrots,gelatine,2
oil,broth,2
oil,vinaigrette,2
oil,kale,2
oil,cabbage,2
oil,nutty rapeseed oil,2
oil,lard,2
oil,mushroom soy sauce,2
oil,chives,2
oil,red onion,2
oil,garlic,2
oil,capers,2
oil,raisins,2
oil,floury potatoes,2
oil,salad dressing,2
oil,cabbage,2
oil,lard,2
oil,orange,2
oil,dill fronds,2
oil,pearl sugar,2
oil,white icing,2
oil,chocolate icing,2
oil,white icing,2
oil,chopped almonds,2
oil,peppermint oil,2
oil,ground almonds,2
oil,coconut fat,2
oil,brown mustard,2
broth,spinach leaves,2
broth,shallots,2
broth,winter cabbage,2
broth,sour cream,2
broth,fresh peas,2
broth,yellow split peas,2
broth,salmon,2
broth,flat fish,2
broth,raisins,2
broth,smoked bacon,2
broth,floury potatoes,2
broth,sweet fried onions,2
broth,grouse,2
broth,carcasses,2
broth,beef brisket,2
broth,veal breast,2
broth,dark beer,2
broth,fried salt pork,2
broth,pig blood,2
broth,cow blood,2
broth,fatty minced pork,2
broth,rolled oats,2
broth,salt pork fried,2
broth,shredded cabbage,2
broth,brown cheese,2
spinach leaves,vinaigrette,2
spinach leaves,nutmeg,2
spinach leaves,plain flour,2
spinach leaves,chicken stock,2
spinach leaves,flour,2
spinach leaves,parsley,2
spinach leaves,potatoes,2
spinach leaves,young spinach leaves,2
spinach leaves,chicken,2
spinach leaves,chicken stock,2
vinaigrette,mustard,2
vinaigrette,kale leaves,2
vinaigrette,button mushrooms,2
vinaigrette,white vinegar,2
nutmeg,shallots,2
nutmeg,cabbage,2
nutmeg,creamed cabbage,2
nutmeg,dried marjoram,2
nutmeg,allspice berries,2
nutmeg,lard,2
nutmeg,mustard,2
nutmeg,broccoli,2
nutmeg,swede,2
nutmeg,bacon,2
nutmeg,fresh peas,2
nutmeg,pork belly,2
nutmeg,pork belly,2
nutmeg,floury potatoes,2
nutmeg,cooked fish,2
nutmeg,cabbage,2
nutmeg,mustard powder,2
nutmeg,soup dumplings,2
nutmeg,parsley butter,2
nutmeg,lard,2
nutmeg,dried marjoram,2
nutmeg,rye flour,2
nutmeg,liver,2
nutmeg,pork liver,2
nutmeg,salted butter,2
nutmeg,meat and bones,2
nutmeg,beef suet,2
plain flour,shallots,2
plain flour,chicken stock,2
plain flour,dried marjoram,2
plain flour,allspice berries,2
plain flour,apples,2
plain flour,broccoli,2
plain flour,cauliflower,2
plain flour,vegetable stock,2
plain flour,salmon fillet,2
plain flour,salted cod,2
plain flour,cod roe,2
plain flour,fish balls,2
plain flour,chicken stock,2
plain flour,fulmar eggs,2
plain flour,lamb shoulder,2
plain flour,light lager,2
plain flour,veal breast,2
plain flour,blood,2
plain flour,dried marjoram,2
plain flour,tasty stock,2
plain flour,pork back fat,2
plain flour,liver,2
plain flour,pork liver,2
plain flour,macaroni,2
plain flour,romme,2
plain flour,white bread,2
plain flour,pearl sugar,2
plain flour,chopped almonds,2
plain flour,cocoa powder,2
plain flour,flaked almonds,2
plain flour,ground almonds,2
plain flour,sugar syrup,2
plain flour,fish bones,2
shallots,chicken stock,2
shallots,mushroom soy sauce,2
shallots,garlic,2
shallots,chicken stock,2
chicken stock,flour,2
chicken stock,parsley,2
chicken stock,leek,2
chicken stock,cauliflower,2
chicken stock,garlic,2
chicken stock,tasty stock,2
kale,peppercorns,2
kale,vinegar,2
kale,onion,2
kale,bay leaves,2
kale,sprouts,2
kale,coarse salt,2
kale,white vinegar,2
kale,salad dressing,2
pork stock,peppercorns,2
pork stock,cabbage,2
pork stock,black pepper,2
pork stock,allspice berries,2
pork stock,mustard,2
pork stock,cloves,2
pork stock,breadcrumbs,2
pork stock,bacon,2
pork stock,cabbage,2
pork stock,pork shoulder,2
pork stock,rye flour,2
pork stock,fried salt pork,2
pork stock,fatty minced pork,2
pork stock,brined ham,2
pork stock,salt pork fried,2
peppercorns,aniseeds,2
peppercorns,brown sugar,2
peppercorns,ham stock,2
peppercorns,cabbage,2
peppercorns,cheese,2
peppercorns,lard,2
peppercorns,cassia cinnamon,2
peppercorns,swede,2
peppercorns,kale leaves,2
peppercorns,horseradish,2
peppercorns,coarse rye flour,2
peppercorns,eel,2
peppercorns,pike,2
peppercorns,whitefish,2
peppercorns,strong unsweetened mustard,2
peppercorns,saltpetre,2
peppercorns,sprats,2
peppercorns,celeriac,2
peppercorns,juniper berries,2
peppercorns,cabbage,2
peppercorns,beef chuck,2
peppercorns,braising beef,2
peppercorns,lard,2
peppercorns,beer,2
peppercorns,heart,2
peppercorns,kidneys,2
peppercorns,falu sausage,2
peppercorns,pork liver,2
peppercorns,string mustard,2
peppercorns,orange,2
peppercorns,salted butter,2
peppercorns,cardamom,2
peppercorns,gelatine,2
peppercorns,yellow mustard,2
peppercorns,beef suet,2
bay leaf,aniseeds,2
bay leaf,brown sugar,2
bay leaf,ham stock,2
bay leaf,cheese,2
bay leaf,lard,2
bay leaf,mushroom soy sauce,2
bay leaf,cassia cinnamon,2
bay leaf,chives,2
bay leaf,beetroot,2
bay leaf,red onion,2
bay leaf,pike,2
bay leaf,salmon,2
bay leaf,whitefish,2
bay leaf,sprats,2
bay leaf,pearl barley,2
bay leaf,pig kidneys,2
bay leaf,lean pork,2
bay leaf,veal breast,2
bay leaf,parsley butter,2
bay leaf,lamb stock,2
bay leaf,lard,2
bay leaf,fried salt pork,2
bay leaf,pearl barley,2
bay leaf,heart,2
bay leaf,kidneys,2
bay leaf,brined ham,2
bay leaf,salt pork fried,2
bay leaf,dill fronds,2
bay leaf,meat and bones,2
bay leaf,brown mustard,2
bay leaf,leaf pork lard,2
fennel,cheese,2
fennel,allspice berries,2
fennel,flat fish,2
fennel,sandalwood dust,2
fennel,oregano,2
fennel,saltpetre,2
fennel,dark beer,2
fennel,beer,2
aniseeds,cheese,2
aniseeds,bay leaves,2
aniseeds,orange,2
aniseeds,caraway,2
brown sugar,cheese,2
brown sugar,allspice berries,2
brown sugar,mushroom soy sauce,2
brown sugar,red wine vinegar,2
brown sugar,apples,2
brown sugar,potatoes,2
brown sugar,ginger,2
brown sugar,breadcrumbs,2
brown sugar,dill,2
brown sugar,coarse rye flour,2
brown sugar,mustard sauce,2
brown sugar,goose,2
brown sugar,mustard powder,2
brown sugar,bread flour,2
brown sugar,fried salt pork,2
brown sugar,cow blood,2
brown sugar,pork back fat,2
brown sugar,apple compote,2
brown sugar,salt pork fried,2
brown sugar,pastry,2
brown sugar,apple compote,2
brown sugar,brown cheese,2
ham stock,onion,2
ham stock,allspice berries,2
cabbage,lemon,2
cabbage,allspice berries,2
cabbage,mushroom soy sauce,2
cabbage,cloves,2
cabbage,breadcrumbs,2
cabbage,thyme,2
cabbage,white vinegar,2
cabbage,sweet fried onions,2
cabbage,lamb shoulder,2
cabbage,parsley butter,2
cabbage,lamb stock,2
cabbage,lamb neck,2
cabbage,romme,2
olive oil,black pepper,2
olive oil,white vinegar,2
lemon,cheese,2
lemon,bay leaves,2
lemon,cloves,2
lemon,cauliflower,2
lemon,ground mace,2
lemon,flat fish,2
lemon,dry white wine,2
lemon,vendace,2
lemon,mustard sauce,2
lemon,prunes,2
lemon,cabbage,2
lemon,orange,2
lemon,cold smoked salmon,2
lemon,baker ammonia,2
lemon,white icing,2
lemon,white icing,2
lemon,soft fruit,2
vinegar,winter cabbage,2
vinegar,sprouts,2
vinegar,vegetable stock,2
vinegar,bacon,2
vinegar,brined cucumber,2
vinegar,ground mace,2
vinegar,eel,2
vinegar,whitefish,2
vinegar,lampreys,2
vinegar,salted herrings,2
vinegar,strong unsweetened mustard,2
vinegar,sandalwood dust,2
vinegar,oregano,2
vinegar,dried bitter orange peel,2
vinegar,saltpetre,2
vinegar,salmon fillet,2
vinegar,turbot,2
vinegar,cod roe,2
vinegar,celeriac,2
vinegar,fish balls,2
vinegar,chicken,2
vinegar,beef chuck,2
vinegar,veal breast,2
vinegar,blood,2
vinegar,tasty stock,2
vinegar,romme,2
vinegar,orange,2
vinegar,shredded cabbage,2
vinegar,baker ammonia,2
vinegar,icing sugar,2
vinegar,pickling cucumbers,2
vinegar,dill flowers,2
flour,broccoli,2
flour,pickling liquor,2
flour,vegetable stock,2
flour,thin pancake batter,2
flour,button mushrooms,2
flour,horseradish,2
flour,pike,2
flour,vendace,2
flour,salmon fillet,2
flour,salted cod,2
flour,smoked bacon,2
flour,chicken stock,2
flour,fulmar eggs,2
flour,black pudding,2
flour,light lager,2
flour,veal breast,2
flour,lamb neck,2
flour,sheep stomach,2
flour,seal liver,2
flour,macaroni,2
flour,rye kernels,2
flour,meat pastry,2
flour,sweet wheat bun dough,2
flour,almond paste,2
flour,poppy,2
flour,pistachios,2
flour,candied orange peel,2
flour,acidic apples,2
flour,vanilla pastry cream,2
flour,thin pancakes,2
flour,meringue,2
flour,pie crust,2
flour,almond biscuits,2
flour,full fat sour cream,2
flour,double cream,2
flour,beef suet,2
flour,pickling liquor,2
flour,cassia cinnamon stick,2
flour,currants,2
cheese,allspice berries,2
cheese,mushroom soy sauce,2
cheese,broccoli,2
cheese,beetroot,2
cheese,red onion,2
cheese,celery,2
cheese,fresh green peas,2
cheese,horseradish,2
cheese,fresh peas,2
cheese,salted herrings,2
cheese,capers,2
cheese,sprats,2
cheese,salted cod,2
cheese,cod,2
cheese,floury potatoes,2
cheese,grouse,2
cheese,carcasses,2
cheese,soup dumplings,2
cheese,smoked ham,2
cheese,fried salt pork,2
cheese,beer,2
cheese,pancakes,2
cheese,falu sausage,2
cheese,salt pork fried,2
cheese,rye sourdough,2
cheese,cold smoked salmon,2
cheese,meat pastry,2
cheese,pearl sugar,2
cheese,sugar syrup,2
cheese,fish bones,2
sugared lingonberries,sugared lingonberries,2
summer cabbage,winter cabbage,2
lamb,cloves,2
lamb,chives,2
lamb,dill,2
lamb,fresh peas,2
lamb,beef chuck,2
lamb,blood,2
lamb,bread flour,2
lamb,rye flour,2
lamb,pork back fat,2
lamb,sheep stomach,2
lamb,sheep blood,2
lamb,tongue,2
lamb,seal liver,2
lamb,dill fronds,2
lamb,meat and bones,2
lamb,beef suet,2
meat stock,dried marjoram,2
meat stock,cauliflower,2
meat stock,chives,2
meat stock,swede,2
meat stock,bacon,2
meat stock,red onion,2
meat stock,garlic,2
meat stock,sweet fried onions,2
meat stock,roux,2
meat stock,grouse,2
meat stock,beef chuck,2
meat stock,braising beef,2
meat stock,pork shoulder,2
meat stock,dried marjoram,2
meat stock,fried salt pork,2
meat stock,beer,2
meat stock,fatty minced pork,2
meat stock,salt pork fried,2
meat stock,salted butter,2
meat stock,white bread,2
meat stock,roux,2
onion,lard,2
onion,winter cabbage,2
onion,apples,2
onion,sprouts,2
onion,mayonnaise,2
onion,thin pancake batter,2
onion,salted mushrooms,2
onion,eel,2
onion,whitefish,2
onion,pickled beetroot,2
onion,salted herrings,2
onion,salmon fillet,2
onion,innards,2
onion,prunes,2
onion,grouse,2
onion,carcasses,2
onion,pitted prunes,2
onion,bone in pork belly,2
onion,black pudding,2
onion,rice porridge,2
onion,lean pork,2
onion,hoppy lager,2
onion,braising beef,2
onion,light lager,2
onion,lamb neck,2
onion,lard,2
onion,pig blood,2
onion,cow blood,2
onion,heart,2
onion,falu sausage,2
onion,fatty minced pork,2
onion,string mustard,2
onion,macaroni,2
onion,rye dough,2
onion,rice porridge filling,2
onion,sheets of puff pastry,2
onion,meat pastry,2
onion,thin pancakes,2
onion,beef suet,2
onion,apple juice,2
bay leaves,dried marjoram,2
bay leaves,minced beef,2
bay leaves,broccoli,2
bay leaves,chives,2
bay leaves,kale leaves,2
bay leaves,coarse rye flour,2
bay leaves,pike,2
bay leaves,salmon,2
bay leaves,sandalwood dust,2
bay leaves,oregano,2
bay leaves,dried bitter orange peel,2
