Ing1,Ing2,Ing3,Ing4,Rank
butter,cheese,brown cheese,minced beef,3
butter,cheese,brown cheese,white fish,3
butter,cheese,brown cheese,cooked fish,3
butter,cheese,brown cheese,pork,3
butter,cheese,brown cheese,rye flour,3
butter,meat stock,beef,milk,3
butter,meat stock,beef,potato starch,3
butter,meat stock,beef,nutmeg,3
butter,meat stock,beef,cabbage,3
butter,meat stock,beef,parsley,3
butter,meat stock,beef,allspice berries,3
butter,meat stock,beef,cloves,3
butter,meat stock,beef,potatoes,3
butter,meat stock,beef,ginger,3
butter,meat stock,beef,breadcrumbs,3
butter,meat stock,beef,cabbage,3
butter,meat stock,beef,parsley butter,3
butter,onion,minced beef,vegetables,3
butter,onion,minced beef,cabbage,3
butter,onion,minced beef,cabbage,3
butter,onion,minced beef,meat patties,3
butter,onion,minced beef,white bread,3
butter,white fish,cooked fish,oil,3
butter,white fish,cooked fish,cheese,3
butter,white fish,cooked fish,coarse salt,3
butter,white fish,cooked fish,dill fronds,3
butter,white fish,cooked fish,brown cheese,3
butter,yeast,bread flour,caraway,3
butter,yeast,bread flour,sugar,3
butter,yeast,bread flour,plain flour,3
butter,yeast,bread flour,aniseeds,3
butter,yeast,bread flour,cheese,3
butter,yeast,bread flour,caraway,3
butter,yeast,bread flour,pastry,3
butter,bread flour,rye flour,caraway,3
butter,bread flour,rye flour,buttermilk,3
butter,bread flour,rye flour,aniseeds,3
butter,bread flour,rye flour,cheese,3
butter,bread flour,rye flour,coarse salt,3
butter,bread flour,rye flour,caraway,3
butter,bread flour,rye flour,white bread,3
butter,rye flour,rye dough,hard cheese,3
butter,rye flour,rye dough,caraway,3
butter,rye flour,rye dough,buttermilk,3
butter,rye flour,rye dough,aniseeds,3
butter,rye flour,rye dough,potatoes,3
butter,rye flour,rye dough,caraway,3
milk,ground cinnamon,cassia cinnamon,cream,3
milk,ground cinnamon,cassia cinnamon,brown sugar,3
milk,ground cinnamon,cassia cinnamon,cloves,3
milk,ground cinnamon,cassia cinnamon,ginger,3
milk,ground cinnamon,cassia cinnamon,cardamom,3
milk,flour,breadcrumbs,zest,3
milk,flour,breadcrumbs,lemon,3
milk,wheat flour,pastry,vanilla sugar,3
milk,wheat flour,pastry,oil,3
milk,wheat flour,pastry,plain flour,3
sugar,cinnamon stick,cassia cinnamon,zest,3
sugar,cinnamon stick,cassia cinnamon,brown sugar,3
sugar,cinnamon stick,cassia cinnamon stick,zest,3
sugar,cinnamon stick,cassia cinnamon stick,brown sugar,3
sugar,zest,baking powder,oil,3
sugar,zest,wheat flour,oil,3
sugar,zest,wheat flour,vinegar,3
sugar,zest,wheat flour,icing sugar,3
sugar,flour,yeast,brown sugar,3
sugar,flour,yeast,bread flour,3
sugar,flour,yeast,pastry,3
sugar,flour,icing sugar,cream,3
sugar,flour,icing sugar,vanilla sugar,3
sugar,flour,icing sugar,oil,3
sugar,flour,icing sugar,brown sugar,3
sugar,flour,icing sugar,lemon,3
sugar,flour,icing sugar,white icing,3
sugar,flour,icing sugar,chocolate icing,3
sugar,flour,icing sugar,cardamom,3
sugar,flour,icing sugar,white icing,3
sugar,flour,icing sugar,ground almonds,3
sugar,cassia cinnamon,cassia cinnamon stick,zest,3
sugar,cassia cinnamon,cassia cinnamon stick,brown sugar,3
sugar,baking powder,cardamom,oil,3
sugar,baking powder,cardamom,raisins,3
sugar,baking powder,cardamom,icing sugar,3
golden syrup,flour,rye flour,caraway,3
golden syrup,flour,rye flour,broth,3
golden syrup,flour,rye flour,aniseeds,3
golden syrup,flour,rye flour,coarse rye flour,3
golden syrup,flour,rye flour,coarse salt,3
golden syrup,flour,rye flour,beer,3
golden syrup,flour,rye flour,orange,3
golden syrup,flour,rye flour,caraway,3
golden syrup,flour,rye flour,ground rye malt,3
golden syrup,flour,wheat flour,hard cheese,3
golden syrup,flour,wheat flour,ground cinnamon,3
golden syrup,flour,wheat flour,aniseeds,3
golden syrup,flour,wheat flour,cheese,3
golden syrup,flour,wheat flour,orange,3
golden syrup,flour,wheat flour,baker ammonia,3
golden syrup,flour,wheat flour,cardamom,3
golden syrup,flour,wheat flour,bicarbonate of soda,3
zest,vanilla sugar,lemon,cream,3
zest,lemon,baking powder,cream,3
zest,lemon,baking powder,oil,3
zest,flour,baking powder,oil,3
zest,flour,wheat flour,oil,3
zest,flour,wheat flour,vinegar,3
zest,flour,wheat flour,icing sugar,3
vanilla sugar,baking powder,wheat flour,soft fruit,3
vegetables,carrots,broth,peppercorns,3
vegetables,carrots,broth,cabbage,3
vegetables,carrots,broth,garlic,3
vegetables,carrots,broth,cabbage,3
vegetables,carrots,broth,lamb stock,3
vegetables,carrots,broth,lamb neck,3
vegetables,carrots,broth,meat and bones,3
vegetables,carrots,celery,sugar,3
vegetables,carrots,celery,bay leaf,3
vegetables,carrots,celery,cloves,3
vegetables,carrots,celery,swede,3
vegetables,carrots,celery,yellow split peas,3
vegetables,carrots,celery,pork shoulder,3
vegetables,bay leaf,onion,carrots,3
vegetables,bay leaf,onion,fennel,3
vegetables,bay leaf,onion,allspice berries,3
vegetables,bay leaf,onion,leek,3
vegetables,bay leaf,onion,cloves,3
vegetables,bay leaf,onion,garlic,3
vegetables,bay leaf,onion,celery,3
vegetables,bay leaf,onion,fennel bulb,3
vegetables,bay leaf,onion,fish stock,3
vegetables,bay leaf,onion,cooked fish,3
vegetables,bay leaf,onion,beef,3
vegetables,bay leaf,onion,lamb shoulder,3
vegetables,bay leaf,onion,mutton,3
vegetables,bay leaf,thyme,plain flour,3
vegetables,bay leaf,thyme,fennel,3
vegetables,bay leaf,thyme,flour,3
vegetables,bay leaf,thyme,lamb,3
vegetables,bay leaf,thyme,leek,3
vegetables,bay leaf,thyme,fennel bulb,3
vegetables,bay leaf,thyme,fish stock,3
vegetables,bay leaf,thyme,celeriac,3
vegetables,bay leaf,thyme,cooked fish,3
vegetables,vinegar,white vinegar,egg,3
vegetables,vinegar,white vinegar,sugar juice,3
vegetables,vinegar,white vinegar,lemon,3
vegetables,vinegar,white vinegar,pickling liquor,3
vegetables,vinegar,white vinegar,dill,3
vegetables,vinegar,white vinegar,thyme,3
vegetables,vinegar,white vinegar,parsley butter,3
vegetables,vinegar,white vinegar,pickling liquor,3
peppercorns,bay leaf,onion,egg,3
peppercorns,bay leaf,onion,cream,3
peppercorns,bay leaf,onion,carrots,3
peppercorns,bay leaf,onion,broth,3
peppercorns,bay leaf,onion,vinegar,3
peppercorns,bay leaf,onion,leek,3
peppercorns,bay leaf,onion,garlic,3
peppercorns,bay leaf,onion,white vinegar,3
peppercorns,bay leaf,onion,beef,3
peppercorns,bay leaves,allspice berries,cream,3
peppercorns,bay leaves,allspice berries,pickling liquor,3
peppercorns,bay leaves,allspice berries,dill,3
peppercorns,bay leaves,allspice berries,white fish,3
peppercorns,bay leaves,allspice berries,pork,3
peppercorns,bay leaves,allspice berries,beef,3
peppercorns,bay leaves,allspice berries,pickling liquor,3
peppercorns,cloves,ginger,butter,3
peppercorns,cloves,ginger,vegetables,3
peppercorns,cloves,ginger,carrots,3
peppercorns,cloves,ginger,coarse salt,3
peppercorns,cloves,ginger,pork shoulder,3
peppercorns,cloves,ginger,mutton,3
lemon,flour,baking powder,cream,3
lemon,flour,baking powder,oil,3
vinegar,dill,white vinegar,egg yolks,3
vinegar,dill,white vinegar,vegetables,3
vinegar,dill,white vinegar,oil,3
vinegar,dill,white vinegar,bay leaf,3
vinegar,dill,white vinegar,cheese,3
vinegar,dill,white vinegar,parsley,3
vinegar,dill,white vinegar,allspice berries,3
vinegar,dill,white vinegar,mayonnaise,3
vinegar,dill,white vinegar,coarse rye flour,3
vinegar,dill,white vinegar,coarse salt,3
vinegar,dill,white vinegar,parsley butter,3
vinegar,dill,white vinegar,rye flour,3
vinegar,dill,white vinegar,brown mustard,3
flour,yeast,rye flour,caraway,3
flour,yeast,rye flour,dry flatbread,3
flour,yeast,rye flour,broth,3
flour,yeast,rye flour,plain flour,3
flour,yeast,rye flour,aniseeds,3
flour,yeast,rye flour,cheese,3
flour,yeast,rye flour,coarse salt,3
flour,yeast,rye flour,caraway,3
flour,yeast,rye dough,caraway,3
flour,yeast,rye dough,dry flatbread,3
flour,yeast,rye dough,broth,3
flour,yeast,rye dough,plain flour,3
flour,yeast,rye dough,aniseeds,3
flour,yeast,rye dough,cheese,3
flour,yeast,rye dough,coarse salt,3
flour,yeast,rye dough,caraway,3
yeast,bread flour,rye flour,caraway,3
yeast,bread flour,rye flour,dry flatbread,3
yeast,bread flour,rye flour,broth,3
yeast,bread flour,rye flour,plain flour,3
yeast,bread flour,rye flour,aniseeds,3
yeast,bread flour,rye flour,cheese,3
yeast,bread flour,rye flour,coarse salt,3
yeast,bread flour,rye flour,caraway,3
yeast,bread flour,rye dough,caraway,3
yeast,bread flour,rye dough,dry flatbread,3
yeast,bread flour,rye dough,broth,3
yeast,bread flour,rye dough,plain flour,3
yeast,bread flour,rye dough,aniseeds,3
yeast,bread flour,rye dough,cheese,3
yeast,bread flour,rye dough,coarse salt,3
yeast,bread flour,rye dough,caraway,3
yeast,rye flour,rye dough,caraway,3
yeast,rye flour,rye dough,dry flatbread,3
yeast,rye flour,rye dough,broth,3
yeast,rye flour,rye dough,plain flour,3
yeast,rye flour,rye dough,aniseeds,3
yeast,rye flour,rye dough,cheese,3
yeast,rye flour,rye dough,coarse salt,3
yeast,rye flour,rye dough,caraway,3
egg,butter,vanilla sugar,icing sugar,3
egg,butter,vanilla sugar,soft fruit,3
egg,butter,beef,milk,3
egg,butter,beef,egg yolks,3
egg,butter,beef,allspice berries,3
egg,butter,beef,mustard,3
egg,butter,beef,breadcrumbs,3
egg,butter,beef,meat patties,3
egg,butter,beef,fried salt pork,3
egg,butter,beef,salt pork fried,3
egg,egg yolks,flour,vegetables,3
egg,egg yolks,flour,lemon,3
egg,egg yolks,flour,meat stock,3
egg,egg yolks,flour,onion,3
egg,lemon,flour,egg yolks,3
egg,wheat flour,cardamom,plain flour,3
cream,butter,meat stock,egg,3
cream,butter,meat stock,milk,3
cream,butter,meat stock,egg yolks,3
cream,butter,meat stock,carrots,3
cream,butter,meat stock,vinegar,3
cream,butter,meat stock,cheese,3
cream,butter,meat stock,lamb,3
cream,butter,meat stock,ginger,3
cream,butter,meat stock,breadcrumbs,3
cream,butter,meat stock,thyme,3
cream,butter,meat stock,white vinegar,3
cream,butter,meat stock,lamb stock,3
cream,butter,meat stock,mutton,3
cream,butter,minced beef,potato starch,3
cream,butter,minced beef,vegetables,3
cream,butter,minced beef,lamb,3
cream,butter,minced beef,mutton,3
cream,sugar,cardamom,cinnamon stick,3
cream,sugar,cardamom,sour cream,3
cream,sugar,cardamom,cassia cinnamon stick,3
cream,vanilla sugar,flour,potato starch,3
cream,vanilla sugar,flour,plain flour,3
cream,vanilla sugar,flour,lemon,3
cream,vegetables,carrots,egg,3
cream,vegetables,carrots,hard cheese,3
cream,vegetables,carrots,milk,3
cream,vegetables,carrots,plain flour,3
cream,vegetables,carrots,bay leaf,3
cream,vegetables,carrots,cheese,3
cream,vegetables,carrots,parsley,3
cream,vegetables,carrots,allspice berries,3
cream,vegetables,carrots,cloves,3
cream,vegetables,carrots,dill,3
cream,vegetables,carrots,beef,3
cream,vegetables,broth,egg,3
cream,vegetables,broth,milk,3
cream,vegetables,broth,egg yolks,3
cream,vegetables,broth,cheese,3
cream,vegetables,broth,lamb,3
cream,vegetables,broth,parsley,3
cream,vegetables,broth,minced beef,3
cream,vegetables,broth,vegetable stock,3
cream,vegetables,broth,potatoes,3
cream,vegetables,broth,celery,3
cream,vegetables,broth,thyme,3
cream,vegetables,broth,tasty stock,3
cream,vegetables,broth,mutton,3
cream,baking powder,wheat flour,lemon,3
cream,baking powder,wheat flour,cardamom,3
cream,baking powder,wheat flour,soft fruit,3
cream,pork,beef,egg,3
cream,pork,beef,nutmeg,3
cream,pork,beef,lamb,3
cream,pork,beef,mustard,3
cream,pork,beef,liver,3
cream,pork,beef,pork liver,3
cream,pork,beef,white bread,3
butter,milk,ground cinnamon,cloves,3
butter,milk,ground cinnamon,ginger,3
butter,milk,ground cinnamon,icing sugar,3
butter,milk,rye flour,cream,3
butter,milk,rye flour,hard cheese,3
butter,milk,rye flour,sugar,3
butter,milk,rye flour,plain flour,3
butter,milk,pastry,cheese,3
butter,milk,pastry,meat pastry,3
butter,sugar,vinegar,milk,3
butter,sugar,vinegar,egg yolks,3
butter,sugar,vinegar,zest,3
butter,sugar,vinegar,onion,3
butter,sugar,vinegar,allspice berries,3
butter,sugar,vinegar,leek,3
butter,sugar,vinegar,dill,3
butter,sugar,vinegar,thyme,3
butter,sugar,vinegar,wheat flour,3
butter,carrots,onion,bay leaf,3
butter,carrots,onion,cabbage,3
butter,carrots,onion,lamb,3
butter,carrots,onion,black pepper,3
butter,carrots,onion,leek,3
butter,carrots,onion,mustard,3
butter,carrots,onion,broccoli,3
butter,carrots,onion,ginger,3
butter,carrots,onion,thyme,3
butter,carrots,onion,pork,3
butter,carrots,onion,cabbage,3
butter,carrots,onion,beef,3
butter,carrots,onion,lamb stock,3
butter,carrots,onion,salted butter,3
butter,milk,flour,buttermilk,2
butter,milk,flour,cream liquid rennet,2
butter,milk,flour,pork stock,2
butter,milk,flour,mustard,2
butter,milk,flour,cauliflower,2
butter,milk,flour,chives,2
butter,milk,flour,short grain rice,2
butter,milk,flour,celery,2
butter,milk,flour,perch fillets,2
butter,milk,flour,mustard sauce,2
butter,milk,flour,pearl barley,2
butter,milk,flour,chicken,2
butter,milk,flour,taco,2
butter,milk,flour,lamb stock,2
butter,milk,flour,pearl barley,2
butter,milk,flour,rolled oats,2
butter,milk,flour,macaroni,2
butter,milk,flour,romme,2
butter,milk,flour,meat pastry,2
butter,milk,flour,chocolate icing,2
butter,milk,flour,pistachios,2
butter,milk,flour,bicarbonate of soda,2
butter,milk,flour,cocoa powder,2
butter,milk,flour,biscuit,2
butter,milk,flour,candied orange peel,2
butter,milk,flour,egg whites,2
butter,milk,flour,liquid rennet,2
butter,milk,flour,brown mustard,2
butter,sugar,flour,hard cheese,2
butter,sugar,flour,cinnamon stick,2
butter,sugar,flour,dry flatbread,2
butter,sugar,flour,carrots,2
butter,sugar,flour,broth,2
butter,sugar,flour,lamb,2
butter,sugar,flour,black pepper,2
butter,sugar,flour,allspice berries,2
butter,sugar,flour,leek,2
butter,sugar,flour,apples,2
butter,sugar,flour,dill,2
butter,sugar,flour,sour cream,2
butter,sugar,flour,cooked fish,2
butter,sugar,flour,pearl barley,2
butter,sugar,flour,pork,2
butter,sugar,flour,beef,2
butter,sugar,flour,taco,2
butter,sugar,flour,pearl barley,2
butter,sugar,flour,orange,2
butter,sugar,flour,rye dough,2
butter,sugar,flour,dill fronds,2
butter,sugar,flour,chocolate icing,2
butter,sugar,flour,almond paste,2
butter,sugar,flour,pistachios,2
butter,sugar,flour,candied orange peel,2
butter,sugar,flour,acidic apples,2
butter,sugar,flour,pie crust,2
butter,sugar,flour,brown cheese,2
butter,flour,wheat flour,cream liquid rennet,2
butter,flour,wheat flour,cinnamon stick,2
butter,flour,wheat flour,dry flatbread,2
butter,flour,wheat flour,firm potatoes,2
butter,flour,wheat flour,minced beef,2
butter,flour,wheat flour,sour cream,2
butter,flour,wheat flour,thin pancake batter,2
butter,flour,wheat flour,salmon,2
butter,flour,wheat flour,coarse salt,2
butter,flour,wheat flour,white vinegar,2
butter,flour,wheat flour,dried bitter orange peel,2
butter,flour,wheat flour,beef,2
butter,flour,wheat flour,taco,2
butter,flour,wheat flour,fried salt pork,2
butter,flour,wheat flour,beer,2
butter,flour,wheat flour,mutton,2
butter,flour,wheat flour,rolled oats,2
butter,flour,wheat flour,salt pork fried,2
butter,flour,wheat flour,meat pastry,2
butter,flour,wheat flour,sweet wheat bun dough,2
butter,flour,wheat flour,almond paste,2
butter,flour,wheat flour,pistachios,2
butter,flour,wheat flour,dark chocolate,2
butter,flour,wheat flour,candied orange peel,2
butter,flour,wheat flour,raspberry jam,2
butter,flour,wheat flour,thin pancakes,2
butter,flour,wheat flour,liquid rennet,2
butter,flour,wheat flour,pie crust,2
butter,flour,wheat flour,blueberries,2
butter,flour,wheat flour,currants,2
sugar,flour,wheat flour,hard cheese,2
sugar,flour,wheat flour,cinnamon stick,2
sugar,flour,wheat flour,onion,2
sugar,flour,wheat flour,black pepper,2
sugar,flour,wheat flour,lard,2
sugar,flour,wheat flour,sour cream,2
sugar,flour,wheat flour,coarse salt,2
sugar,flour,wheat flour,pork,2
sugar,flour,wheat flour,lard,2
sugar,flour,wheat flour,rolled oats,2
sugar,flour,wheat flour,orange,2
sugar,flour,wheat flour,chocolate icing,2
sugar,flour,wheat flour,almond paste,2
sugar,flour,wheat flour,pistachios,2
sugar,flour,wheat flour,candied orange peel,2
sugar,flour,wheat flour,raspberry jam,2
sugar,flour,wheat flour,pie crust,2
sugar,flour,wheat flour,blueberries,2
sugar,flour,wheat flour,brown cheese,2
milk,sugar,flour,hard cheese,2
milk,sugar,flour,cream liquid rennet,2
milk,sugar,flour,cinnamon stick,2
milk,sugar,flour,broth,2
milk,sugar,flour,vinegar,2
milk,sugar,flour,lamb,2
milk,sugar,flour,onion,2
milk,sugar,flour,allspice berries,2
milk,sugar,flour,lard,2
milk,sugar,flour,potatoes,2
milk,sugar,flour,floury potatoes,2
milk,sugar,flour,pearl barley,2
milk,sugar,flour,beef,2
milk,sugar,flour,blood,2
milk,sugar,flour,lard,2
milk,sugar,flour,pearl barley,2
milk,sugar,flour,orange,2
milk,sugar,flour,pistachios,2
milk,sugar,flour,bicarbonate of soda,2
milk,sugar,flour,cocoa powder,2
milk,sugar,flour,biscuit,2
milk,sugar,flour,candied orange peel,2
milk,sugar,flour,egg whites,2
milk,sugar,flour,liquid rennet,2
milk,sugar,flour,cassia cinnamon stick,2
milk,sugar,flour,brown cheese,2
butter,sugar,wheat flour,hard cheese,2
butter,sugar,wheat flour,cinnamon stick,2
butter,sugar,wheat flour,onion,2
butter,sugar,wheat flour,black pepper,2
butter,sugar,wheat flour,sour cream,2
butter,sugar,wheat flour,coarse salt,2
butter,sugar,wheat flour,rolled oats,2
butter,sugar,wheat flour,orange,2
butter,sugar,wheat flour,chocolate icing,2
butter,sugar,wheat flour,almond paste,2
butter,sugar,wheat flour,pistachios,2
butter,sugar,wheat flour,candied orange peel,2
butter,sugar,wheat flour,raspberry jam,2
butter,sugar,wheat flour,pie crust,2
butter,sugar,wheat flour,blueberries,2
butter,sugar,wheat flour,brown cheese,2
butter,milk,sugar,cinnamon stick,2
butter,milk,sugar,dry flatbread,2
butter,milk,sugar,vegetables,2
